Datetime,BTC-USD,ETH-USD
2023-10-01 15:37:00+00:00,27138.60546875,1683.125
2023-10-01 15:38:00+00:00,27139.33203125,1683.1834716796875
2023-10-01 15:39:00+00:00,27140.1953125,1683.5618896484375
2023-10-01 15:40:00+00:00,27145.89453125,1683.668212890625
2023-10-01 15:41:00+00:00,27144.455078125,1683.5228271484375
2023-10-01 15:42:00+00:00,27142.1796875,1683.379150390625
2023-10-01 15:43:00+00:00,27138.197265625,1682.752685546875
2023-10-01 15:44:00+00:00,27137.97265625,1682.7786865234375
2023-10-01 15:45:00+00:00,27138.17578125,1682.9696044921875
2023-10-01 15:46:00+00:00,27140.3203125,1682.915771484375
2023-10-01 15:47:00+00:00,27138.349609375,1682.6727294921875
2023-10-01 15:48:00+00:00,27142.857421875,1682.9420166015625
2023-10-01 15:49:00+00:00,27137.41015625,1682.5003662109375
2023-10-01 15:50:00+00:00,27139.67578125,1682.618896484375
2023-10-01 15:51:00+00:00,27138.712890625,1682.5042724609375
2023-10-01 15:52:00+00:00,27143.05859375,1682.847900390625
2023-10-01 15:53:00+00:00,27154.310546875,1683.664306640625
2023-10-01 15:54:00+00:00,27158.1015625,1683.7713623046875
2023-10-01 15:55:00+00:00,27158.505859375,1683.866943359375
2023-10-01 15:56:00+00:00,27157.953125,1683.8829345703125
2023-10-01 15:57:00+00:00,27157.5390625,1684.0396728515625
2023-10-01 15:58:00+00:00,27157.07421875,1683.894775390625
2023-10-01 15:59:00+00:00,27156.640625,1684.0574951171875
2023-10-01 16:00:00+00:00,27156.275390625,1683.9892578125
2023-10-01 16:01:00+00:00,27154.11328125,1684.0684814453125
2023-10-01 16:02:00+00:00,27149.861328125,1683.86181640625
2023-10-01 16:03:00+00:00,27149.955078125,1683.8505859375
2023-10-01 16:04:00+00:00,27148.287109375,1683.961669921875
2023-10-01 16:05:00+00:00,27153.220703125,1684.1234130859375
2023-10-01 16:06:00+00:00,27152.87890625,1683.9288330078125
2023-10-01 16:07:00+00:00,27150.79296875,1683.9708251953125
2023-10-01 16:08:00+00:00,27152.216796875,1684.028564453125
2023-10-01 16:09:00+00:00,27148.654296875,1683.3753662109375
2023-10-01 16:10:00+00:00,27145.205078125,1683.0341796875
2023-10-01 16:11:00+00:00,27146.01171875,1683.0377197265625
2023-10-01 16:12:00+00:00,27151.314453125,1683.56103515625
2023-10-01 16:13:00+00:00,27155.3671875,1683.8114013671875
2023-10-01 16:14:00+00:00,27157.41796875,1684.1744384765625
2023-10-01 16:15:00+00:00,27159.78515625,1684.4307861328125
2023-10-01 16:16:00+00:00,27149.65625,1683.848876953125
2023-10-01 16:17:00+00:00,27150.0625,1683.5684814453125
2023-10-01 16:18:00+00:00,27142.09375,1683.1002197265625
2023-10-01 16:19:00+00:00,27142.640625,1683.07470703125
2023-10-01 16:20:00+00:00,27142.841796875,1682.9791259765625
2023-10-01 16:21:00+00:00,27144.16796875,1683.2235107421875
2023-10-01 16:22:00+00:00,27145.3984375,1683.3006591796875
2023-10-01 16:23:00+00:00,27139.79296875,1683.0020751953125
2023-10-01 16:24:00+00:00,27136.42578125,1682.710205078125
2023-10-01 16:25:00+00:00,27138.71484375,1682.7742919921875
2023-10-01 16:26:00+00:00,27137.892578125,1682.8231201171875
2023-10-01 16:27:00+00:00,27136.81640625,1682.7841796875
2023-10-01 16:28:00+00:00,27135.7421875,1682.8455810546875
2023-10-01 16:29:00+00:00,27133.130859375,1682.63330078125
2023-10-01 16:30:00+00:00,27133.41796875,1682.72802734375
2023-10-01 16:31:00+00:00,27136.412109375,1682.9425048828125
2023-10-01 16:32:00+00:00,27137.96875,1683.001220703125
2023-10-01 16:33:00+00:00,27136.494140625,1682.829345703125
2023-10-01 16:34:00+00:00,27136.03125,1682.833251953125
2023-10-01 16:35:00+00:00,27132.828125,1682.710693359375
2023-10-01 16:36:00+00:00,27129.9140625,1682.7099609375
2023-10-01 16:37:00+00:00,27128.927734375,1682.7025146484375
2023-10-01 16:38:00+00:00,27128.37890625,1682.7088623046875
2023-10-01 16:39:00+00:00,27128.869140625,1682.707275390625
2023-10-01 16:40:00+00:00,27117.189453125,1682.0894775390625
2023-10-01 16:41:00+00:00,27116.404296875,1681.787353515625
2023-10-01 16:42:00+00:00,27111.005859375,1681.1337890625
2023-10-01 16:43:00+00:00,27100.150390625,1679.640380859375
2023-10-01 16:44:00+00:00,27103.2265625,1679.93603515625
2023-10-01 16:45:00+00:00,27107.92578125,1680.3712158203125
2023-10-01 16:46:00+00:00,27115.693359375,1680.8465576171875
2023-10-01 16:47:00+00:00,27111.05859375,1680.71337890625
2023-10-01 16:48:00+00:00,27114.0078125,1681.0391845703125
2023-10-01 16:49:00+00:00,27115.130859375,1681.087646484375
2023-10-01 16:50:00+00:00,27128.24609375,1681.968017578125
2023-10-01 16:51:00+00:00,27134.783203125,1682.3492431640625
2023-10-01 16:52:00+00:00,27137.76953125,1682.478759765625
2023-10-01 16:53:00+00:00,27134.3984375,1682.304443359375
2023-10-01 16:54:00+00:00,27132.62109375,1682.2711181640625
2023-10-01 16:55:00+00:00,27132.7109375,1682.0589599609375
2023-10-01 16:56:00+00:00,27130.16015625,1681.77978515625
2023-10-01 16:57:00+00:00,27115.208984375,1680.4547119140625
2023-10-01 16:58:00+00:00,27115.787109375,1680.2139892578125
2023-10-01 16:59:00+00:00,27114.923828125,1680.00048828125
2023-10-01 17:00:00+00:00,27116.236328125,1680.0032958984375
2023-10-01 17:01:00+00:00,27116.443359375,1680.066650390625
2023-10-01 17:02:00+00:00,27122.298828125,1680.29541015625
2023-10-01 17:03:00+00:00,27125.490234375,1680.41845703125
2023-10-01 17:04:00+00:00,27129.7890625,1680.36767578125
2023-10-01 17:05:00+00:00,27128.986328125,1680.345703125
2023-10-01 17:06:00+00:00,27129.640625,1680.4462890625
2023-10-01 17:07:00+00:00,27138.89453125,1680.965576171875
2023-10-01 17:08:00+00:00,27142.263671875,1681.437744140625
2023-10-01 17:09:00+00:00,27139.76171875,1681.2125244140625
2023-10-01 17:10:00+00:00,27140.16796875,1681.42529296875
2023-10-01 17:11:00+00:00,27142.703125,1681.535888671875
2023-10-01 17:12:00+00:00,27142.572265625,1681.504638671875
2023-10-01 17:13:00+00:00,27144.4453125,1681.646728515625
2023-10-01 17:14:00+00:00,27142.716796875,1681.5150146484375
2023-10-01 17:15:00+00:00,27143.501953125,1681.5587158203125
2023-10-01 17:16:00+00:00,27142.533203125,1681.5770263671875
2023-10-01 17:17:00+00:00,27140.7734375,1681.2427978515625
2023-10-01 17:18:00+00:00,27138.080078125,1681.0380859375
2023-10-01 17:19:00+00:00,27138.28125,1681.11962890625
2023-10-01 17:20:00+00:00,27123.4921875,1680.068115234375
2023-10-01 17:21:00+00:00,27125.171875,1679.7869873046875
2023-10-01 17:22:00+00:00,27113.35546875,1678.80126953125
2023-10-01 17:23:00+00:00,27121.740234375,1679.808349609375
2023-10-01 17:24:00+00:00,27123.572265625,1680.0
2023-10-01 17:25:00+00:00,27121.814453125,1679.4893798828125
2023-10-01 17:26:00+00:00,27121.5546875,1679.4615478515625
2023-10-01 17:27:00+00:00,27120.482421875,1679.201904296875
2023-10-01 17:28:00+00:00,27130.794921875,1679.9647216796875
2023-10-01 17:29:00+00:00,27130.326171875,1679.933349609375
2023-10-01 17:30:00+00:00,27127.630859375,1679.4661865234375
2023-10-01 17:31:00+00:00,27129.765625,1679.373046875
2023-10-01 17:32:00+00:00,27129.615234375,1679.361328125
2023-10-01 17:33:00+00:00,27130.61328125,1679.5111083984375
2023-10-01 17:34:00+00:00,27124.8671875,1678.947509765625
2023-10-01 17:35:00+00:00,27120.685546875,1678.401123046875
2023-10-01 17:36:00+00:00,27121.806640625,1678.39306640625
2023-10-01 17:37:00+00:00,27119.849609375,1678.4686279296875
2023-10-01 17:38:00+00:00,27111.7265625,1677.8057861328125
2023-10-01 17:39:00+00:00,27096.443359375,1676.439697265625
2023-10-01 17:40:00+00:00,27094.75,1676.0447998046875
2023-10-01 17:41:00+00:00,27107.8984375,1676.8441162109375
2023-10-01 17:42:00+00:00,27111.927734375,1677.09521484375
2023-10-01 17:43:00+00:00,27098.068359375,1675.9306640625
2023-10-01 17:44:00+00:00,27094.7421875,1675.8201904296875
2023-10-01 17:45:00+00:00,27090.873046875,1675.3516845703125
2023-10-01 17:46:00+00:00,27093.244140625,1675.7666015625
2023-10-01 17:47:00+00:00,27088.02734375,1675.1461181640625
2023-10-01 17:48:00+00:00,27079.689453125,1674.63916015625
2023-10-01 17:49:00+00:00,27071.2109375,1673.6273193359375
2023-10-01 17:50:00+00:00,27066.0390625,1673.716796875
2023-10-01 17:51:00+00:00,27070.076171875,1674.2734375
2023-10-01 17:52:00+00:00,27084.466796875,1675.0484619140625
2023-10-01 17:53:00+00:00,27094.150390625,1675.593505859375
2023-10-01 17:54:00+00:00,27089.337890625,1674.5059814453125
2023-10-01 17:55:00+00:00,27079.5234375,1673.443359375
2023-10-01 17:56:00+00:00,27076.755859375,1672.6368408203125
2023-10-01 17:57:00+00:00,27080.345703125,1672.5863037109375
2023-10-01 17:58:00+00:00,27071.822265625,1671.85205078125
2023-10-01 17:59:00+00:00,27078.275390625,1672.9127197265625
2023-10-01 18:00:00+00:00,27079.060546875,1673.152099609375
2023-10-01 18:01:00+00:00,27073.943359375,1672.79931640625
2023-10-01 18:02:00+00:00,27077.658203125,1673.1695556640625
2023-10-01 18:03:00+00:00,27084.529296875,1673.84619140625
2023-10-01 18:04:00+00:00,27093.12890625,1674.75146484375
2023-10-01 18:05:00+00:00,27091.130859375,1674.7152099609375
2023-10-01 18:06:00+00:00,27098.60546875,1675.1668701171875
2023-10-01 18:07:00+00:00,27094.302734375,1675.000244140625
2023-10-01 18:08:00+00:00,27093.357421875,1674.90283203125
2023-10-01 18:09:00+00:00,27094.744140625,1674.802490234375
2023-10-01 18:10:00+00:00,27093.7421875,1674.587890625
2023-10-01 18:11:00+00:00,27097.5859375,1674.72119140625
2023-10-01 18:12:00+00:00,27098.3828125,1674.950439453125
2023-10-01 18:13:00+00:00,27101.16015625,1675.3892822265625
2023-10-01 18:14:00+00:00,27100.2890625,1675.0142822265625
2023-10-01 18:15:00+00:00,27098.578125,1675.1925048828125
2023-10-01 18:16:00+00:00,27103.376953125,1675.606689453125
2023-10-01 18:17:00+00:00,27098.021484375,1675.314697265625
2023-10-01 18:18:00+00:00,27096.791015625,1675.3248291015625
2023-10-01 18:19:00+00:00,27083.361328125,1674.7442626953125
2023-10-01 18:20:00+00:00,27088.13671875,1675.078369140625
2023-10-01 18:21:00+00:00,27092.994140625,1675.3416748046875
2023-10-01 18:22:00+00:00,27090.689453125,1675.09326171875
2023-10-01 18:23:00+00:00,27091.779296875,1675.151611328125
2023-10-01 18:24:00+00:00,27090.76171875,1675.3714599609375
2023-10-01 18:25:00+00:00,27099.21484375,1676.21044921875
2023-10-01 18:26:00+00:00,27100.544921875,1676.5435791015625
2023-10-01 18:27:00+00:00,27097.462890625,1676.2608642578125
2023-10-01 18:28:00+00:00,27095.4765625,1675.8568115234375
2023-10-01 18:29:00+00:00,27096.38671875,1676.01513671875
2023-10-01 18:30:00+00:00,27097.64453125,1676.26123046875
2023-10-01 18:31:00+00:00,27100.380859375,1676.5147705078125
2023-10-01 18:32:00+00:00,27100.740234375,1676.5135498046875
2023-10-01 18:33:00+00:00,27100.1953125,1676.425048828125
2023-10-01 18:34:00+00:00,27099.2890625,1676.414306640625
2023-10-01 18:35:00+00:00,27101.814453125,1676.473388671875
2023-10-01 18:36:00+00:00,27100.1953125,1676.3670654296875
2023-10-01 18:37:00+00:00,27101.6640625,1676.3804931640625
2023-10-01 18:38:00+00:00,27100.4140625,1676.3077392578125
2023-10-01 18:39:00+00:00,27090.08984375,1675.4246826171875
2023-10-01 18:40:00+00:00,27088.787109375,1675.573974609375
2023-10-01 18:41:00+00:00,27087.76953125,1675.5628662109375
2023-10-01 18:42:00+00:00,27086.771484375,1675.53369140625
2023-10-01 18:43:00+00:00,27088.66796875,1675.6397705078125
2023-10-01 18:44:00+00:00,27095.9921875,1676.0380859375
2023-10-01 18:45:00+00:00,27094.673828125,1675.88623046875
2023-10-01 18:46:00+00:00,27095.794921875,1675.8192138671875
2023-10-01 18:47:00+00:00,27095.59375,1675.796875
2023-10-01 18:48:00+00:00,27094.857421875,1675.6162109375
2023-10-01 18:49:00+00:00,27095.205078125,1675.8001708984375
2023-10-01 18:50:00+00:00,27098.400390625,1675.8861083984375
2023-10-01 18:51:00+00:00,27095.82421875,1675.7891845703125
2023-10-01 18:52:00+00:00,27096.8515625,1675.9024658203125
2023-10-01 18:53:00+00:00,27095.77734375,1675.8677978515625
2023-10-01 18:54:00+00:00,27095.34765625,1675.614013671875
2023-10-01 18:55:00+00:00,27089.75,1675.166259765625
2023-10-01 18:56:00+00:00,27089.91015625,1675.479248046875
2023-10-01 18:57:00+00:00,27095.578125,1675.886474609375
2023-10-01 18:58:00+00:00,27095.18359375,1675.9462890625
2023-10-01 18:59:00+00:00,27096.447265625,1675.9757080078125
2023-10-01 19:00:00+00:00,27097.89453125,1675.912109375
2023-10-01 19:01:00+00:00,27096.0546875,1675.8731689453125
2023-10-01 19:02:00+00:00,27094.103515625,1675.6318359375
2023-10-01 19:03:00+00:00,27093.775390625,1675.5819091796875
2023-10-01 19:04:00+00:00,27091.98828125,1675.53564453125
2023-10-01 19:05:00+00:00,27091.705078125,1675.36279296875
2023-10-01 19:06:00+00:00,27092.7890625,1675.2711181640625
2023-10-01 19:07:00+00:00,27096.8203125,1675.4130859375
2023-10-01 19:08:00+00:00,27099.9609375,1675.4725341796875
2023-10-01 19:09:00+00:00,27096.669921875,1675.401611328125
2023-10-01 19:10:00+00:00,27099.578125,1675.4493408203125
2023-10-01 19:11:00+00:00,27095.251953125,1674.9815673828125
2023-10-01 19:12:00+00:00,27095.49609375,1675.08056640625
2023-10-01 19:13:00+00:00,27097.09375,1675.2486572265625
2023-10-01 19:14:00+00:00,27096.404296875,1675.2591552734375
2023-10-01 19:15:00+00:00,27086.01953125,1674.6287841796875
2023-10-01 19:16:00+00:00,27085.47265625,1674.810302734375
2023-10-01 19:17:00+00:00,27085.955078125,1674.9573974609375
2023-10-01 19:18:00+00:00,27085.8203125,1675.1231689453125
2023-10-01 19:19:00+00:00,27091.9609375,1675.50341796875
2023-10-01 19:20:00+00:00,27092.521484375,1675.608154296875
2023-10-01 19:21:00+00:00,27095.029296875,1675.9420166015625
2023-10-01 19:22:00+00:00,27096.12890625,1675.8843994140625
2023-10-01 19:23:00+00:00,27098.4921875,1676.0452880859375
2023-10-01 19:24:00+00:00,27100.26953125,1676.441650390625
2023-10-01 19:25:00+00:00,27101.45703125,1676.3525390625
2023-10-01 19:26:00+00:00,27100.0546875,1676.39599609375
2023-10-01 19:27:00+00:00,27103.490234375,1676.63134765625
2023-10-01 19:28:00+00:00,27106.095703125,1676.7711181640625
2023-10-01 19:29:00+00:00,27100.453125,1676.5765380859375
2023-10-01 19:30:00+00:00,27100.728515625,1676.7034912109375
2023-10-01 19:31:00+00:00,27101.845703125,1676.625244140625
2023-10-01 19:32:00+00:00,27101.880859375,1676.5960693359375
2023-10-01 19:33:00+00:00,27103.724609375,1677.3848876953125
2023-10-01 19:34:00+00:00,27104.373046875,1677.253173828125
2023-10-01 19:35:00+00:00,27102.28125,1677.0921630859375
2023-10-01 19:36:00+00:00,27107.216796875,1677.281005859375
2023-10-01 19:37:00+00:00,27107.703125,1677.2296142578125
2023-10-01 19:38:00+00:00,27109.21875,1677.252685546875
2023-10-01 19:39:00+00:00,27107.51953125,1677.231201171875
2023-10-01 19:40:00+00:00,27110.279296875,1677.1688232421875
2023-10-01 19:41:00+00:00,27107.25,1677.0595703125
2023-10-01 19:42:00+00:00,27105.20703125,1676.8583984375
2023-10-01 19:43:00+00:00,27112.1171875,1677.1435546875
2023-10-01 19:44:00+00:00,27111.3828125,1677.074462890625
2023-10-01 19:45:00+00:00,27111.51953125,1677.0997314453125
2023-10-01 19:46:00+00:00,27108.693359375,1676.9210205078125
2023-10-01 19:47:00+00:00,27106.17578125,1676.8712158203125
2023-10-01 19:48:00+00:00,27109.33203125,1676.9483642578125
2023-10-01 19:49:00+00:00,27107.57421875,1676.9151611328125
2023-10-01 19:50:00+00:00,27110.552734375,1677.074462890625
2023-10-01 19:51:00+00:00,27109.23046875,1677.0218505859375
2023-10-01 19:52:00+00:00,27109.486328125,1677.00830078125
2023-10-01 19:53:00+00:00,27108.68359375,1676.984130859375
2023-10-01 19:54:00+00:00,27109.44921875,1677.022216796875
2023-10-01 19:55:00+00:00,27107.958984375,1676.673583984375
2023-10-01 19:56:00+00:00,27104.95703125,1676.2247314453125
2023-10-01 19:57:00+00:00,27101.01953125,1675.8367919921875
2023-10-01 19:58:00+00:00,27105.74609375,1676.0736083984375
2023-10-01 19:59:00+00:00,27105.357421875,1676.048828125
2023-10-01 20:00:00+00:00,27107.3515625,1676.3072509765625
2023-10-01 20:01:00+00:00,27106.162109375,1676.185791015625
2023-10-01 20:02:00+00:00,27095.896484375,1674.5380859375
2023-10-01 20:03:00+00:00,27077.251953125,1672.2943115234375
2023-10-01 20:04:00+00:00,27056.29296875,1670.0821533203125
2023-10-01 20:05:00+00:00,27073.638671875,1671.9273681640625
2023-10-01 20:06:00+00:00,27070.484375,1672.647705078125
2023-10-01 20:07:00+00:00,27073.328125,1673.256103515625
2023-10-01 20:08:00+00:00,27079.01171875,1673.5831298828125
